,<nil>,Metastasis,Metastasis -- Proliferation,Proliferation
10.6,0.06578,0.143608,0.63893,0.151683
10.7,0.065285,0.1428,0.6396,0.152315
10.8,0.0652,0.142276,0.640034,0.15249
10.9,0.064954,0.141618,0.640582,0.152846
11.0,0.064571,0.140658,0.641542,0.153229
11.1,0.064008,0.139056,0.6431,0.153836
11.2,0.063833,0.138504,0.643496,0.154167
11.3,0.062877,0.137841,0.644159,0.155123
11.4,0.062518,0.13746,0.64454,0.155482
11.5,0.062274,0.136319,0.645681,0.155726
11.6,0.0622,0.135586,0.64638,0.155834
11.7,0.062315,0.134997,0.646783,0.155905
11.8,0.062194,0.134083,0.647517,0.156206
11.9,0.061811,0.132912,0.648688,0.156589
12.0,0.061176,0.131878,0.64962,0.157326
12.1,0.060681,0.131371,0.650029,0.157919
12.2,0.060084,0.130994,0.650406,0.158516
12.3,0.06,0.129623,0.651777,0.1586
12.4,0.059564,0.128519,0.652881,0.159036
12.5,0.058846,0.127714,0.653686,0.159754
12.6,0.058582,0.126034,0.655515,0.159869
12.7,0.058392,0.125566,0.655902,0.160141
12.8,0.058011,0.124797,0.656603,0.160589
12.9,0.0578,0.124175,0.657225,0.1608
13.0,0.057532,0.123389,0.658011,0.161068
13.1,0.057354,0.122469,0.658931,0.161246
13.2,0.057239,0.122133,0.659267,0.161361
13.3,0.0572,0.122183,0.659141,0.161476
13.4,0.057199,0.121742,0.659086,0.161974
13.5,0.0572,0.121571,0.659229,0.162
13.6,0.0572,0.121508,0.659292,0.162
13.7,0.056859,0.12111,0.65969,0.162341
13.8,0.056126,0.120095,0.660691,0.163088
13.9,0.055707,0.119215,0.661385,0.163693
14.0,0.055476,0.118597,0.661944,0.163983
14.1,0.055383,0.117536,0.662864,0.164217
14.2,0.055196,0.116812,0.663588,0.164404
14.3,0.055202,0.116301,0.664099,0.164398
14.4,0.055141,0.116009,0.664391,0.164459
14.5,0.055,0.115886,0.664514,0.1646
14.6,0.054689,0.115686,0.664705,0.16492
14.7,0.054469,0.115554,0.664646,0.165331
14.8,0.054417,0.115129,0.665071,0.165383
14.9,0.054366,0.114279,0.665921,0.165434
15.0,0.053927,0.113268,0.666932,0.165873
15.1,0.0538,0.112489,0.667711,0.166
15.2,0.053767,0.111636,0.668564,0.166033
15.3,0.053718,0.111256,0.668944,0.166082
15.4,0.053773,0.110125,0.670075,0.166027
15.5,0.053859,0.109395,0.670437,0.16631
15.6,0.0536,0.109018,0.670782,0.1666
15.7,0.053459,0.108883,0.670917,0.166741
15.8,0.0532,0.10864,0.67116,0.167
15.9,0.05306,0.10805,0.671596,0.167294
16.0,0.053122,0.108153,0.671319,0.167406
16.1,0.052932,0.10811,0.67129,0.167668
16.2,0.05241,0.10826,0.67114,0.16819
16.3,0.052432,0.108729,0.670671,0.168168
16.4,0.052359,0.108375,0.671025,0.168241
16.5,0.0522,0.108053,0.671347,0.1684
16.6,0.052137,0.107996,0.671404,0.168463
16.7,0.052,0.107559,0.671841,0.1686
16.8,0.052,0.107154,0.672246,0.1686
16.9,0.052,0.106992,0.672408,0.1686
17.0,0.052143,0.106849,0.672551,0.168457
17.1,0.052,0.10653,0.67287,0.1686
17.2,0.051872,0.106545,0.672855,0.168728
17.3,0.051736,0.106375,0.673025,0.168864
17.4,0.051741,0.106226,0.673174,0.168859
17.5,0.0516,0.106043,0.673357,0.169
17.6,0.0516,0.105759,0.673641,0.169
17.7,0.0516,0.1056,0.6738,0.169
17.8,0.0516,0.10554,0.67386,0.169
17.9,0.0516,0.105292,0.674108,0.169
18.0,0.051436,0.105319,0.674081,0.169164
18.1,0.0514,0.1054,0.674,0.1692
18.2,0.0514,0.105547,0.673853,0.1692
18.3,0.0514,0.105036,0.674364,0.1692
18.4,0.051211,0.1048,0.6746,0.169389
18.5,0.0512,0.104649,0.674751,0.1694
18.6,0.0512,0.104557,0.674843,0.1694
18.7,0.051184,0.104057,0.675343,0.169416
18.8,0.051193,0.10391,0.67549,0.169407
18.9,0.051301,0.103925,0.675475,0.169299
19.0,0.0514,0.103547,0.675853,0.1692
19.1,0.051217,0.103277,0.676123,0.169383
19.2,0.051,0.102754,0.676646,0.1696
19.3,0.050908,0.102588,0.676812,0.169692
19.4,0.0508,0.102025,0.677375,0.1698
19.5,0.0508,0.101441,0.677959,0.1698
19.6,0.0508,0.101339,0.678061,0.1698
19.7,0.050648,0.10124,0.67816,0.169952
19.8,0.0506,0.101374,0.678026,0.17
19.9,0.050569,0.1012,0.6782,0.170031
20.0,0.0504,0.101089,0.678311,0.1702
20.1,0.050515,0.101084,0.678201,0.1702
20.2,0.0506,0.101099,0.678101,0.1702
20.3,0.050473,0.101056,0.678144,0.170327
20.4,0.0504,0.10115,0.67805,0.1704
20.5,0.050214,0.101,0.6782,0.170586
20.6,0.0502,0.100885,0.678315,0.1706
20.7,0.050049,0.100604,0.678596,0.170751
20.8,0.05,0.1006,0.6786,0.1708
20.9,0.05,0.1006,0.6786,0.1708
21.0,0.05,0.1006,0.6786,0.1708
21.1,0.050195,0.100405,0.6786,0.1708
21.2,0.0502,0.100508,0.678492,0.1708
21.3,0.0502,0.100774,0.678226,0.1708
21.4,0.0502,0.100421,0.678579,0.1708
21.5,0.0502,0.1002,0.6788,0.1708
21.6,0.0502,0.10024,0.67876,0.1708
21.7,0.0502,0.1002,0.6788,0.1708
21.8,0.0502,0.1002,0.6788,0.1708
21.9,0.0502,0.100188,0.678812,0.1708
22.0,0.050137,0.099802,0.679198,0.170863
22.1,0.05,0.0996,0.6794,0.171
22.2,0.049957,0.09964,0.67936,0.171043
22.3,0.049909,0.099654,0.679346,0.171091
22.4,0.050123,0.0996,0.6794,0.170877
22.5,0.050183,0.099429,0.679571,0.170817
22.6,0.05,0.099466,0.679534,0.171
22.7,0.05,0.099248,0.679752,0.171
22.8,0.05,0.099,0.68,0.171
22.9,0.05,0.098853,0.680147,0.171
23.0,0.05,0.0988,0.6802,0.171
23.1,0.05,0.098521,0.680479,0.171
23.2,0.05,0.0982,0.6808,0.171
23.3,0.05,0.0982,0.6808,0.171
23.4,0.05,0.0982,0.6808,0.171
23.5,0.05,0.0982,0.6808,0.171
23.6,0.05,0.0982,0.6808,0.171
23.7,0.05,0.0982,0.6808,0.171
23.8,0.05,0.098012,0.68086,0.171128
23.9,0.05,0.097996,0.680804,0.1712
24.0,0.050128,0.097779,0.681021,0.171072
24.1,0.050035,0.0976,0.6812,0.171165
24.2,0.05,0.0976,0.6812,0.1712
24.3,0.05,0.0976,0.6812,0.1712
24.4,0.05,0.09752,0.68128,0.1712
24.5,0.050141,0.097291,0.681509,0.171059
24.6,0.0502,0.096835,0.681965,0.171
24.7,0.0502,0.096899,0.681901,0.171
24.8,0.0502,0.096959,0.681841,0.171
24.9,0.0502,0.0968,0.682,0.171
25.0,0.0502,0.096638,0.682162,0.171
25.1,0.0502,0.0966,0.6822,0.171
25.2,0.0502,0.096669,0.682131,0.171
25.3,0.0502,0.0968,0.682,0.171
25.4,0.0502,0.0968,0.682,0.171
25.5,0.0502,0.096798,0.682002,0.171
25.6,0.0502,0.0968,0.682,0.171
25.7,0.0502,0.09689,0.681733,0.171177
25.8,0.050307,0.097,0.6816,0.171093
25.9,0.050446,0.096896,0.681704,0.170954
26.0,0.0506,0.096876,0.681724,0.1708
26.1,0.050751,0.096956,0.681493,0.1708
26.2,0.0508,0.0968,0.6816,0.1708
26.3,0.05089,0.09671,0.6816,0.1708
26.4,0.051,0.096546,0.681654,0.1708
26.5,0.051,0.096383,0.681817,0.1708
26.6,0.051,0.096346,0.681854,0.1708
26.7,0.051,0.096342,0.681858,0.1708
26.8,0.051,0.0962,0.682,0.1708
26.9,0.051,0.0962,0.682,0.1708
27.0,0.051,0.0962,0.682,0.1708
27.1,0.051193,0.096007,0.682,0.1708
27.2,0.0512,0.096,0.682,0.1708
27.3,0.0512,0.095998,0.68184,0.170962
27.4,0.0512,0.0958,0.682,0.171
27.5,0.0512,0.0958,0.682,0.171
27.6,0.051252,0.09573,0.68207,0.170948
27.7,0.051019,0.0958,0.681935,0.171246
27.8,0.051,0.095673,0.681927,0.1714
27.9,0.050986,0.0956,0.682,0.171414
28.0,0.05081,0.0956,0.682,0.17159
28.1,0.051,0.0956,0.682,0.1714
28.2,0.051,0.0956,0.681888,0.171512
28.3,0.051,0.0956,0.6818,0.1716
28.4,0.051,0.0956,0.6818,0.1716
28.5,0.051,0.0956,0.6818,0.1716
28.6,0.051,0.095447,0.681953,0.1716
28.7,0.051,0.095223,0.682177,0.1716
28.8,0.051,0.0952,0.6822,0.1716
28.9,0.051,0.0952,0.6822,0.1716
29.0,0.051,0.095088,0.682312,0.1716
29.1,0.051,0.095,0.6824,0.1716
29.2,0.051,0.094984,0.682416,0.1716
29.3,0.051,0.0948,0.6826,0.1716
29.4,0.051,0.094614,0.682786,0.1716
29.5,0.051,0.0946,0.6828,0.1716
29.6,0.051157,0.0946,0.6828,0.171443
29.7,0.050986,0.094389,0.683011,0.171614
29.8,0.0508,0.094009,0.683391,0.1718
