,<nil>,Metastasis,Metastasis -- Proliferation,Proliferation
6.5,0.603131,0.020812,0.014817,0.36124
6.6,0.603326,0.019905,0.014389,0.362379
6.7,0.602705,0.01889,0.013415,0.36499
6.8,0.599526,0.018739,0.012863,0.368872
6.9,0.599303,0.017542,0.012963,0.370193
7.0,0.599613,0.016644,0.011987,0.371756
7.1,0.598271,0.016253,0.011882,0.373594
7.2,0.598022,0.015797,0.011576,0.374605
7.3,0.598841,0.015498,0.011063,0.374598
7.4,0.599414,0.014525,0.010467,0.375594
7.5,0.598423,0.014085,0.010447,0.377046
7.6,0.598384,0.013577,0.010318,0.37772
7.7,0.598487,0.013138,0.009964,0.378411
7.8,0.597751,0.013157,0.009103,0.379989
7.9,0.595729,0.013421,0.008981,0.381868
8.0,0.596478,0.013316,0.00887,0.381336
8.1,0.596483,0.012322,0.008084,0.38311
8.2,0.597944,0.011966,0.007701,0.382388
8.3,0.597017,0.011903,0.008054,0.383026
8.4,0.596618,0.01141,0.007878,0.384095
8.5,0.596131,0.010512,0.008069,0.385288
8.6,0.59529,0.010682,0.008,0.386028
8.7,0.593187,0.010657,0.007568,0.388588
8.8,0.592192,0.010558,0.0074,0.38985
8.9,0.59165,0.010413,0.00765,0.390287
9.0,0.592472,0.010309,0.007187,0.390031
9.1,0.59336,0.010633,0.006838,0.389169
9.2,0.591947,0.011028,0.006635,0.39039
9.3,0.590251,0.011127,0.006885,0.391737
9.4,0.58958,0.010787,0.0071,0.392534
9.5,0.588667,0.010399,0.006764,0.39417
9.6,0.587125,0.010378,0.00675,0.395746
9.7,0.585717,0.010082,0.006399,0.397802
9.8,0.585371,0.009561,0.006185,0.398882
9.9,0.586226,0.009107,0.0062,0.398467
10.0,0.585665,0.009104,0.006253,0.398977
10.1,0.583988,0.009125,0.006224,0.400663
10.2,0.581273,0.008952,0.005853,0.403922
10.3,0.580523,0.008199,0.005571,0.405707
10.4,0.581039,0.007794,0.005116,0.406051
10.5,0.579628,0.008411,0.004583,0.407378
10.6,0.580404,0.008063,0.0045,0.407033
10.7,0.578039,0.008278,0.004663,0.40902
10.8,0.574847,0.008081,0.004717,0.412355
10.9,0.573023,0.008121,0.004381,0.414475
11.0,0.571617,0.007622,0.004337,0.416424
11.1,0.571554,0.00704,0.004402,0.417003
11.2,0.570781,0.007125,0.004603,0.417491
11.3,0.56979,0.0075,0.00493,0.41778
11.4,0.568602,0.007444,0.005308,0.418646
11.5,0.56795,0.00722,0.005944,0.418886
11.6,0.566752,0.0072,0.005725,0.420323
11.7,0.56546,0.007386,0.005386,0.421768
11.8,0.564999,0.007478,0.005155,0.422369
11.9,0.56721,0.007343,0.004952,0.420495
12.0,0.567557,0.007353,0.004849,0.420242
12.1,0.568212,0.006948,0.0048,0.420041
12.2,0.566743,0.007316,0.004648,0.421293
12.3,0.565832,0.007231,0.004383,0.422554
12.4,0.564401,0.006963,0.004177,0.424459
12.5,0.56494,0.006889,0.004245,0.423926
12.6,0.564755,0.006423,0.004444,0.424378
12.7,0.56391,0.006175,0.004598,0.425317
12.8,0.56356,0.006208,0.004198,0.426034
12.9,0.562554,0.00619,0.004222,0.427035
13.0,0.561107,0.006018,0.004244,0.428631
13.1,0.561368,0.005619,0.004086,0.428927
13.2,0.560975,0.004899,0.004063,0.430062
13.3,0.560706,0.004532,0.004529,0.430234
13.4,0.559216,0.004103,0.004515,0.432166
13.5,0.55872,0.003953,0.00475,0.432577
13.6,0.558734,0.004,0.0048,0.432466
13.7,0.557835,0.004,0.005091,0.433074
13.8,0.556531,0.004049,0.005194,0.434226
13.9,0.556697,0.004275,0.00467,0.434358
14.0,0.556683,0.003875,0.004732,0.43471
14.1,0.556988,0.003906,0.004546,0.43456
14.2,0.557051,0.003775,0.004406,0.434768
14.3,0.556768,0.003976,0.004452,0.434804
14.4,0.556063,0.004075,0.00403,0.435833
14.5,0.554811,0.003899,0.004198,0.437091
14.6,0.553445,0.004,0.004164,0.438392
14.7,0.552474,0.00411,0.004,0.439416
14.8,0.550669,0.00435,0.003969,0.441012
14.9,0.550221,0.004226,0.0038,0.441752
15.0,0.551276,0.004001,0.003734,0.440989
15.1,0.551624,0.0038,0.003241,0.441335
15.2,0.552193,0.003709,0.002628,0.441471
15.3,0.550925,0.003927,0.002451,0.442698
15.4,0.550476,0.003662,0.00236,0.443503
15.5,0.549053,0.003767,0.00204,0.44514
15.6,0.547725,0.003969,0.001726,0.44658
15.7,0.546016,0.004554,0.001577,0.447853
15.8,0.544709,0.004989,0.0016,0.448702
15.9,0.544643,0.005032,0.0016,0.448724
16.0,0.544906,0.005075,0.001731,0.448288
16.1,0.544602,0.004909,0.0016,0.448889
16.2,0.544132,0.004361,0.001709,0.449798
16.3,0.543476,0.0042,0.001815,0.450508
16.4,0.543551,0.004318,0.00208,0.45005
16.5,0.542957,0.004737,0.0018,0.450507
16.6,0.543106,0.004703,0.001804,0.450387
16.7,0.542247,0.004414,0.002,0.451339
16.8,0.542146,0.00413,0.002,0.451724
16.9,0.542142,0.004057,0.001809,0.451991
17.0,0.541355,0.003976,0.001824,0.452845
17.1,0.541687,0.003532,0.002,0.452781
17.2,0.541379,0.002932,0.002109,0.453581
17.3,0.540633,0.002744,0.001753,0.45487
17.4,0.539502,0.002345,0.001753,0.4564
17.5,0.539474,0.002134,0.001866,0.456526
17.6,0.538679,0.002012,0.001738,0.457572
17.7,0.537366,0.0022,0.0016,0.458834
17.8,0.536512,0.002336,0.0016,0.459551
17.9,0.536122,0.0024,0.001471,0.460007
18.0,0.535866,0.002208,0.0012,0.460726
18.1,0.534818,0.002325,0.0012,0.461657
18.2,0.534972,0.002084,0.001203,0.461742
18.3,0.535039,0.001705,0.0014,0.461856
18.4,0.534849,0.001546,0.001518,0.462088
18.5,0.534264,0.0014,0.0016,0.462736
18.6,0.533867,0.001191,0.001698,0.463244
18.7,0.532993,0.001199,0.00176,0.464049
18.8,0.532488,0.0012,0.0016,0.464712
18.9,0.532428,0.00148,0.0016,0.464492
19.0,0.532156,0.001713,0.0016,0.464531
19.1,0.531736,0.001646,0.001476,0.465142
19.2,0.531449,0.0018,0.0012,0.465551
19.3,0.53034,0.001967,0.0012,0.466493
19.4,0.529569,0.001882,0.001209,0.46734
19.5,0.529623,0.002064,0.001006,0.467307
19.6,0.528107,0.002368,0.000877,0.468648
19.7,0.527743,0.00242,0.001,0.468838
19.8,0.527751,0.002599,0.001001,0.468649
19.9,0.526922,0.00243,0.00117,0.469478
20.0,0.526228,0.0025,0.0012,0.470072
20.1,0.525264,0.002708,0.001291,0.470737
20.2,0.524963,0.0026,0.0014,0.471037
20.3,0.524564,0.0026,0.0014,0.471436
20.4,0.523714,0.002438,0.0014,0.472448
20.5,0.523883,0.002017,0.001417,0.472684
20.6,0.523648,0.001756,0.00144,0.473156
20.7,0.524521,0.0016,0.001137,0.472742
20.8,0.524205,0.0016,0.001,0.473195
20.9,0.52424,0.001481,0.000983,0.473297
21.0,0.524202,0.0012,0.000763,0.473835
21.1,0.524253,0.001289,0.0006,0.473858
21.2,0.524383,0.001526,0.0006,0.473491
21.3,0.523766,0.001765,0.000435,0.474034
21.4,0.52329,0.00172,0.0004,0.47459
21.5,0.523327,0.0018,0.0004,0.474473
21.6,0.523272,0.00155,0.0004,0.474778
21.7,0.522572,0.001405,0.0004,0.475624
21.8,0.522371,0.001754,0.000274,0.4756
21.9,0.521795,0.002,0.0002,0.476005
22.0,0.521751,0.002,0.0002,0.476049
22.1,0.521739,0.002,0.0002,0.476061
22.2,0.520828,0.002054,0.00028,0.476837
22.3,0.520671,0.002163,0.0004,0.476766
22.4,0.520651,0.00216,0.0004,0.47679
22.5,0.520213,0.002,0.000465,0.477322
22.6,0.519681,0.001806,0.0006,0.477912
22.7,0.519594,0.001673,0.0006,0.478134
22.8,0.51904,0.0016,0.0006,0.47876
22.9,0.518262,0.001721,0.0006,0.479417
23.0,0.518376,0.001797,0.000603,0.479224
23.1,0.518178,0.0016,0.0008,0.479422
23.2,0.518332,0.0016,0.0008,0.479268
23.3,0.51809,0.0016,0.000659,0.479651
23.4,0.518217,0.001596,0.0006,0.479586
23.5,0.517611,0.001694,0.0006,0.480095
23.6,0.517269,0.00166,0.0006,0.48047
23.7,0.51776,0.001422,0.0006,0.480218
23.8,0.517258,0.001373,0.0006,0.480769
23.9,0.517218,0.00128,0.0006,0.480902
24.0,0.517337,0.001205,0.0006,0.480858
24.1,0.516528,0.001359,0.000585,0.481528
24.2,0.516528,0.001055,0.000613,0.481804
24.3,0.516352,0.0008,0.0006,0.482248
24.4,0.516062,0.0008,0.0006,0.482538
24.5,0.515815,0.0008,0.00065,0.482735
24.6,0.515532,0.0008,0.0006,0.483068
24.7,0.51546,0.000601,0.000631,0.483308
24.8,0.515247,0.000581,0.000542,0.48363
24.9,0.514228,0.0008,0.0004,0.484572
25.0,0.514305,0.000689,0.0004,0.484606
25.1,0.514142,0.0004,0.0004,0.485058
25.2,0.514007,0.0004,0.0004,0.485193
25.3,0.5138,0.0004,0.0004,0.4854
25.4,0.513881,0.0004,0.0004,0.485319
25.5,0.513951,0.0004,0.0004,0.485249
25.6,0.513386,0.000495,0.000341,0.485778
25.7,0.512572,0.0008,0.0002,0.486428
25.8,0.511771,0.0008,0.0002,0.487229
25.9,0.51141,0.0008,0.0002,0.48759
26.0,0.511296,0.0008,0.0002,0.487704
26.1,0.511303,0.0008,0.000165,0.487732
26.2,0.511073,0.0008,0.0,0.488127
26.3,0.510891,0.0008,0.0,0.488309
26.4,0.510651,0.000664,0.000136,0.488549
26.5,0.510445,0.0006,0.0002,0.488755
26.6,0.510106,0.0006,0.0002,0.489094
26.7,0.510219,0.0006,0.0002,0.488981
26.8,0.509759,0.000717,0.0002,0.489325
26.9,0.509733,0.0008,0.000361,0.489106
27.0,0.510084,0.0008,0.0004,0.488716
27.1,0.510176,0.0008,0.000336,0.488689
27.2,0.509781,0.001019,0.0002,0.489
27.3,0.509533,0.0012,0.0002,0.489067
27.4,0.509351,0.001295,0.0002,0.489154
27.5,0.509384,0.0014,0.0002,0.489016
27.6,0.508763,0.001221,0.000379,0.489637
27.7,0.508646,0.0012,0.0004,0.489754
27.8,0.508718,0.001028,0.000717,0.489538
27.9,0.508582,0.000861,0.000939,0.489618
28.0,0.508569,0.0008,0.001,0.489631
28.1,0.508641,0.0008,0.001,0.489559
28.2,0.509296,0.0008,0.001,0.488904
28.3,0.509773,0.000687,0.001,0.48854
28.4,0.50971,0.000423,0.001,0.488866
28.5,0.5098,0.0002,0.001,0.489
28.6,0.509552,0.0002,0.00087,0.489378
28.7,0.509672,0.0002,0.000707,0.489421
28.8,0.509307,0.0002,0.0006,0.489893
28.9,0.508954,0.0002,0.0006,0.490246
29.0,0.508471,0.0002,0.0006,0.490729
29.1,0.5086,0.0002,0.000604,0.490595
29.2,0.50881,0.0002,0.0008,0.49019
29.3,0.508781,0.0002,0.0008,0.490219
29.4,0.508476,0.0002,0.0008,0.490524
29.5,0.50864,0.0002,0.0008,0.49036
29.6,0.508614,0.0002,0.000751,0.490435
29.7,0.508706,0.0002,0.0006,0.490494
29.8,0.5084,0.0002,0.0006,0.4908
